         51063467 function calls (49002903 primitive calls) in 436.588 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\nanops.py:482(nanany)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_generate_schema.py:544(clean_schema)
        6    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexers\utils.py:239(maybe_convert_indices)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\patchtst\configuration_patchtst.py:1(<module>)
        7    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\array_algos\take.py:287(_get_take_nd_function_cached)
    48/20    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:175(getwidth)
      164    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       13    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\managers.py:1772(_consolidate_check)
       63    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\pipelines\pt_utils.py:175(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\convnext\configuration_convnext.py:1(<module>)
      323    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:165(__getitem__)
       16    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\ssl.py:736(verify_mode)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\chinese_clip\configuration_chinese_clip.py:1(<module>)
      136    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:806(filter)
      596    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\cookies.py:117(info)
       30    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\missing.py:564(_array_equivalent_object)
      154    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        8    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\api.py:318(<genexpr>)
       68    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:119(getLevelName)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\pvt\configuration_pvt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\blenderbot\configuration_blenderbot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\pvt_v2\configuration_pvt_v2.py:1(<module>)
      328    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
      130    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\warnings.py:477(__exit__)
      118    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\argparse.py:1574(_pop_action_class)
       67    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\tokenization_utils_fast.py:186(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\detr\configuration_detr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\levit\configuration_levit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\mask2former\configuration_mask2former.py:1(<module>)
       15    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\enum.py:986(__and__)
      268    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\utils\_runtime.py:87(get_hf_hub_version)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\mobilenet_v1\configuration_mobilenet_v1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\data2vec\configuration_data2vec_vision.py:1(<module>)
       67    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\packaging\version.py:96(__ge__)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\deprecated\efficientformer\configuration_efficientformer.py:1(<module>)
      268    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\utils\_auth.py:207(_clean_token)
        4    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\google\genai\types.py:2843(text)
      596    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\deit\configuration_deit.py:1(<module>)
      152    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:1255(__init__)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_typing_extra.py:472(get_model_type_hints)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\dinov2\configuration_dinov2.py:1(<module>)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\json_schema.py:137(from_prioritized_choices)
      247    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:234(__next)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\whisper\configuration_whisper.py:1(<module>)
       67    0.000    0.000    0.000    0.000 {method 'get_vocab_size' of 'tokenizers.Tokenizer' objects}
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\swin\configuration_swin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_generate_schema.py:2015(_apply_annotations)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\groupvit\configuration_groupvit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\segformer\configuration_segformer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\collections\__init__.py:328(namedtuple)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\deprecated\graphormer\configuration_graphormer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\table_transformer\configuration_table_transformer.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'masked_fill' of 'torch._C.TensorBase' objects}
      268    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\modeling_utils.py:1888(get_output_embeddings)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\xlm_roberta\modeling_xlm_roberta.py:153(XLMRobertaSelfAttention)
       67    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\auto\auto_factory.py:463(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\udop\configuration_udop.py:1(<module>)
       16    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\util\connection.py:93(_set_socket_options)
        4    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\range.py:488(copy)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\mobilevit\configuration_mobilevit.py:1(<module>)
       71    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:1066(expand_template)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:2249(<dictcomp>)
      178    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:1261(append)
       23    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\base.py:836(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\flava\configuration_flava.py:1(<module>)
       67    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\tokenization_utils_base.py:867(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\oneformer\configuration_oneformer.py:28(OneFormerConfig)
      313    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\util\timeout.py:227(connect_timeout)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\argparse.py:1302(__init__)
      314    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\printing.py:60(<genexpr>)
      140    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\utils\import_utils.py:592(is_tf_available)
       80    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\m2m_100\configuration_m2m_100.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\marian\configuration_marian.py:1(<module>)
      153    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexing.py:1181(<genexpr>)
      164    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:228(_releaseLock)
      702    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:6672(_maybe_cast_indexer)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\efficientnet\configuration_efficientnet.py:1(<module>)
       24    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\managers.py:2311(_fast_count_smallints)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\dbrx\configuration_dbrx.py:119(DbrxConfig)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\multiprocessing\synchronize.py:186(__init__)
       32    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\inference.py:273(is_dict_like)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\swiftformer\configuration_swiftformer.py:1(<module>)
        6    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\managers.py:287(get_dtypes)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\mobilevitv2\configuration_mobilevitv2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\vit\configuration_vit.py:1(<module>)
       18    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\moshi\configuration_moshi.py:1(<module>)
       22    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:267(_remove_dups_flatten)
       40    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\concat.py:597(<genexpr>)
       15    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\weakref.py:569(__init__)
        5    0.000    0.000    0.000    0.000 {method 'max' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\multiprocessing\synchronize.py:50(__init__)
        3    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\console.py:9(get_console_size)
       15    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\util\timeout.py:172(from_float)
        4    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\google\genai\models.py:2943(<listcomp>)
      107    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
      189    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\ImageFile.py:690(PyDecoder)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\blenderbot_small\configuration_blenderbot_small.py:1(<module>)
      185    0.000    0.000    0.000    0.000 {built-in method sys.audit}
      139    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\ImageFile.py:88(_tilesort)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\__init__.py:402(__getattr__)
      268    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\utils\_runtime.py:82(get_python_version)
       15    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\image_processing_utils.py:208(get_size_dict)
        2    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:1138(__getitem__)
       20    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\enum.py:89(__setitem__)
       16    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
