         51063467 function calls (49002903 primitive calls) in 436.588 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       33    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\missing.py:466(array_equivalent)
     1080    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       67    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\tokenization_utils_fast.py:221(vocab_size)
       43    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\_methods.py:55(_any)
       57    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\api.py:386(default_index)
      139    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       20    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\PngImagePlugin.py:156(read)
      204    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
      164    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\Image.py:502(height)
        4    0.000    0.000    0.000    0.000 {method 'validate_json' of 'pydantic_core._pydantic_core.SchemaValidator' objects}
      149    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\http\cookiejar.py:1295(_cookies_for_request)
       53    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\threading.py:236(__init__)
       70    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\json_schema.py:1604(field_is_present)
      562    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\range.py:999(__len__)
       72    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\Image.py:3172(_decompression_bomb_check)
      766    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\tokenization_utils_base.py:3935(_switch_to_input_mode)
       15    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\http\client.py:838(__init__)
       10    0.000    0.000    0.000    0.000 {built-in method torch.sum}
       16    0.000    0.000    0.000    0.000 {built-in method today}
      299    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\queue.py:251(_put)
     1256    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\bark\configuration_bark.py:1(<module>)
      171    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\flags.py:87(allows_duplicate_labels)
       81    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\response.py:1151(_handle_chunk)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\xlm_roberta\modeling_xlm_roberta.py:1378(XLMRobertaForMultipleChoice)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\xlm_roberta\modeling_xlm_roberta.py:1582(XLMRobertaForQuestionAnswering)
      149    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\email\parser.py:17(__init__)
       33    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\managers.py:2008(array_values)
      197    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\distributed\distributed_c10d.py:453(default_pg)
        3    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:582(_calc_max_cols_fitted)
       68    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:431(_format)
      447    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\utils.py:211(<genexpr>)
       25    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:947(__init__)
       16    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:3955(_get_indexer)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\xlm_roberta\modeling_xlm_roberta.py:1148(XLMRobertaForMaskedLM)
       10    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\google\genai\_transformers.py:254(t_parts)
      137    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\contextlib.py:452(__init__)
      190    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
     1646    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
      303    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\socket.py:730(readable)
      201    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\dynamic_module_utils.py:642(resolve_trust_remote_code)
      205    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\managers.py:1940(_block)
      608    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       67    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\PngImagePlugin.py:1072(__init__)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\xlm_roberta\modeling_xlm_roberta.py:1278(XLMRobertaForSequenceClassification)
      190    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\_distutils_hack\__init__.py:89(find_spec)
        5    0.000    0.000    0.000    0.000 {built-in method torch.full}
        4    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\google\genai\_api_client.py:187(__init__)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\dbrx\configuration_dbrx.py:1(<module>)
       67    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\json\encoder.py:259(_make_iterencode)
       10    0.000    0.000    0.000    0.000 {method 'argmax' of 'torch._C.TensorBase' objects}
     1967    0.000    0.000    0.000    0.000 {method 'rjust' of 'str' objects}
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\_tensor.py:1012(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\paddleocr\ppocr\data\imaug\operators.py:73(__init__)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\prophetnet\configuration_prophetnet.py:26(ProphetNetConfig)
      190    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
      973    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
      268    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\utils\_runtime.py:251(get_torch_version)
      116    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\google\genai\_common.py:153(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\api.py:202(union_indexes)
       10    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\google\genai\_transformers.py:232(t_part)
       66    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:515(<genexpr>)
       67    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\copy.py:66(copy)
        8    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\concat.py:572(_is_uniform_join_units)
       76    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\contextlib.py:514(_push_exit_callback)
       70    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\json_schema.py:1403(_get_alias_name)
       67    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\paddleocr\ppocr\utils\utility.py:106(alpha_to_color)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\xlm_roberta\modeling_xlm_roberta.py:1473(XLMRobertaForTokenClassification)
       33    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\blocks.py:2582(array_values)
        4    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\managers.py:2276(_merge_blocks)
      612    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      184    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\generic.py:586(_get_axis)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\concat.py:296(_get_combined_plan)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\range.py:790(_difference)
       67    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\json\encoder.py:104(__init__)
       68    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:423(usesTime)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\range.py:938(_concat)
      694    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:1828(<genexpr>)
      228    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\_config\__init__.py:55(using_pyarrow_string_dtype)
      252    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\construction.py:758(_maybe_repeat)
       67    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\PpmImagePlugin.py:57(_read_magic)
       24    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_compile.py:292(_optimize_charset)
       67    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\tokenization_utils_fast.py:241(<dictcomp>)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\_tensor.py:34(wrapped)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\json_schema.py:2302(_build_definitions_remapping)
      313    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\util\timeout.py:126(resolve_default_timeout)
      268    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\utils\_runtime.py:288(is_google_colab)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\clvp\configuration_clvp.py:1(<module>)
       25    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:6415(_is_comparable_dtype)
       51    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexing.py:974(_is_nested_tuple_indexer)
       10    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\PngImagePlugin.py:188(call)
       25    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\image_transforms.py:61(to_channel_dimension_format)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_generate_schema.py:1217(_common_field_schema)
       31    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\blocks.py:2703(new_block_2d)
      298    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\response.py:344(<genexpr>)
      117    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\argparse.py:913(__init__)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\tqdm\std.py:760(get_lock)
       68    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:919(release)
      137    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\oneformer\configuration_oneformer.py:1(<module>)
       16    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\socket.py:514(family)
      378    0.000    0.000    0.000    0.000 {method '__exit__' of 'torch._C.DisableTorchFunctionSubclass' objects}
      806    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:1737(cast)
       67    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\modeling_utils.py:2546(init_weights)
       81    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\threading.py:1430(current_thread)
       23    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\cast.py:1518(construct_1d_arraylike_from_scalar)
       51    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexing.py:1652(_is_scalar_access)
      298    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
      561    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       42    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\array_algos\take.py:325(_get_take_nd_function)
      269    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\pathlib.py:94(join_parsed_parts)
        8    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\cast.py:1432(find_common_type)
      441    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\utils\data\dataloader.py:88(__iter__)
       67    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getDeviceCount}
      123    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:1929(get_args)
       24    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\main.py:862(__getattr__)
      378    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       67    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\cuda\__init__.py:119(_is_compiled)
      620    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\reshape\concat.py:405(__init__)
       99    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\managers.py:180(blknos)
      164    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:219(_acquireLock)
   140/70    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\json_schema.py:1990(field_title_should_be_set)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\cast.py:1283(find_result_type)
       67    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\auto\configuration_auto.py:765(__contains__)
      340    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_model_construction.py:358(model_fields)
       16    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\util\ssl_.py:464(is_ipaddress)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\tqdm\std.py:90(__init__)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\beit\configuration_beit.py:1(<module>)
        5    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\posixpath.py:117(splitext)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\mimetypes.py:72(__init__)
       65    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\range.py:201(_simple_new)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\_tensor.py:939(__rsub__)
       62    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:137(_type_convert)
      149    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\http\client.py:1210(_encode_request)
      298    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\utils.py:743(set_environ)
        3    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\subprocess.py:1227(_close_pipe_fds)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\astype.py:157(astype_array)
       72    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\PIL\_binary.py:60(i32le)
      330    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\base.py:166(__setattr__)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\frame.py:12590(values)
        5    0.000    0.000    0.000    0.000 {method 'unbind' of 'torch._C.TensorBase' objects}
       71    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\re.py:330(filter)
       41    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\base.py:82(shape)
       20    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\json_schema.py:2025(normalize_name)
      201    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\storage.py:261(untyped)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\managers.py:1633(as_array)
        3    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\io\formats\format.py:593(_calc_max_rows_fitted)
      168    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\numpy\core\fromnumeric.py:72(<dictcomp>)
        4    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\google\genai\_extra_utils.py:68(get_function_map)
      298    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\requests\cookies.py:110(__init__)
        2    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\tqdm\std.py:686(_decr_instances)
       47    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
      189    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       13    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\managers.py:1764(is_consolidated)
       22    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:2744(inferred_type)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\tqdm\std.py:116(create_mp_lock)
      383    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\tokenization_utils_fast.py:562(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\patchtsmixer\configuration_patchtsmixer.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'flatten' of 'torch._C.TensorBase' objects}
      190    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
      378    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\jit\__init__.py:126(annotate)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\xlm_roberta\tokenization_xlm_roberta_fast.py:1(<module>)
        6    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:664(__init__)
       33    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\arrays\numpy_.py:95(__init__)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\deprecated\xlm_prophetnet\configuration_xlm_prophetnet.py:1(<module>)
      209    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:255(get)
       23    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:6324(_maybe_downcast_for_indexing)
       63    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\pipelines\zero_shot_classification.py:240(<listcomp>)
       60    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\_internal\_model_construction.py:315(__getattr__)
       28    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\generic.py:4402(_check_setitem_copy)
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.CreatePipe}
      548    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\deprecated\jukebox\configuration_jukebox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\internals\managers.py:1707(_interleave)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\align\configuration_align.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\conditional_detr\configuration_conditional_detr.py:1(<module>)
    25/15    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\google\genai\_common.py:275(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\poolformer\configuration_poolformer.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\google\genai\models.py:2933(_Content_from_mldev)
       23    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\cast.py:550(maybe_promote)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\dtypes\astype.py:56(_astype_nansafe)
       49    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\series.py:1471(_set_as_cached)
       30    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\urllib3\_collections.py:82(__init__)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\yolos\configuration_yolos.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\informer\configuration_informer.py:26(InformerConfig)
       63    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\torch\utils\data\dataloader.py:393(multiprocessing_context)
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\resnet\configuration_resnet.py:1(<module>)
        5    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\google\genai\_extra_utils.py:289(get_max_remote_calls_afc)
       14    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:7664(trim_front)
      134    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\huggingface_hub\file_download.py:1556(_int_or_none)
        5    0.000    0.000    0.000    0.000 {built-in method torch.rsub}
        1    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\transformers\models\owlvit\configuration_owlvit.py:1(<module>)
      162    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\http\client.py:624(_safe_read)
      691    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       70    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pydantic\json_schema.py:1622(field_is_required)
      216    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\typing.py:935(_is_dunder)
      636    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\ssl.py:1109(_checkClosed)
        9    0.000    0.000    0.000    0.000 C:\Projects\form-sage\.venv310\lib\site-packages\pandas\core\indexes\base.py:1146(take)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0\lib\multiprocessing\context.py:70(RLock)
